id,company,logo,description,site,address,size,phone,email
927,Công ty cổ phần Thế giới phụ nữ,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-co-phan-the-gioi-phu-nu-5e4ce735b8db9.jpg,"Basic Việt Nam, ,  Ra đời từ năm 1990 tại Los Angeles, Mỹ, iBasic là một trong những thương hiệu đồ lót phát triển bền vững nhất tại thị trường đầy sức cạnh tranh này Đứng sau sự thành công của iBasic USA trong suốt 27 năm qua là những nhà sáng lập và thiết kế với kinh nghiệm thiết kế và sản xuất đồ lót được lưu truyền qua 3 thế hệ cùng với niềm đam mê và nền tảng được đào tạo bài bản về thiết kế và sản xuất trang phục lót Tất cả các sản phẩm của iBasic đều được thiết kế tại trụ sở đặt tại Los Angeles, California, Mỹ và sản xuất tại hệ thống nhà máy vệ tinh Việt Nam, Trung Quốc, Malaysia, Indonesia, Trung ĐôngiBasic có khả năng đáp ứng cùng lúc các nhu cầu đa dạng khác nhau của khách hàng từ thiết kế đến sản xuất, ,  Hiện nay, iBasic đã mở rộng hệ thống phân phối ra 27 quốc gia trên thế giới với thành công vượt bậc tại khu vực Bắc, Nam Mỹ và Úc châu Các mẫu thiết kế đầy sáng tạo của iBasic mang phong cách Châu Âu hiện đại từ đầm ngủ, áo ngực, quần lót đến trang phục mặc nhà, đáp ứng tốt nhu cầu của những khách hàng khắt khe với mức giá cạnh tranh cao Hằng năm, iBasic tham gia rất nhiều triển lãm trang phục lót tại thị trường Mỹ như Lingerie Americas tại New York, Magic tại Las Vegas, Intl Lingerie Show tại Las Vegas, ,  iBasic Vietnam được thành lập từ 2010 với sự tham gia cổ phần của công ty mẹ iBasic US nhằm mục tiêu phân phối các sản phẩm iBasic đến Việt Nam và khu vực Châu Á Đến Việt Nam, iBasic tự hào đi tiên phong của ý tưởng kinh doanh hệ thống cửa hàng chuyên biệt về thời trang lót dành cho phụ nữ mọi lứa tuổi lingerie fashion lifestyle, mang đến hệ thống cửa hàng thời trang lót chuyên dụng đầu tiên tại Việt Nam nơi khách hàng có thể tìm thấy tất cả những gì cần cho trang phục nội y với nhiều dòng sản phẩm và nhiều mức giá rất dễ mua iBasic đặt mục tiêu cung cấp các mẫu thiết kế thời trang nhất, với chất lượng sản phẩm và hệ thống dịch vụ khách hàng ưu việt nhất Trong những năm qua, iBasic Việt Nam đã và luôn mang đến cho người tiêu dùng những trải nghiệm mới, tiện nghi và hữu hiệu nhất khi mua sắm và sử dụng trang phục lót Hệ thống cửa hàng iBasic Thế Giới Đồ Lót được đầu tư thiết kế thông minh và thuận tiện, với các dòng SẢN PHẨM ĐA DẠNG, NHIỀU CHỦNG LOẠI từ thiết kế, kiểu dáng đến chất liệu, ,  iBasic nổi bật với các sản phẩm với đặc trưng phá cách, gợi cảm trên cả chất liệu lẫn màu sắc cùng tên gọi các mặt hàng đầy hấp dẫn với các sản phẩm như áo ngực Corset, áo ngực nịt dạng vớ bustier và các bộ Role Play theo chủ đề Đêm hoang dã, Tình yêu nơi thiên đường, Kim cương tuyệt mỹ, Sự cám dỗ ngọt ngào hay đặc biệt hơn với bộ Đêm trắng nồng nàn dành làm quà tặng cho các cô dâu trong đêm tân hôn ngọt ngào Nếu bạn thích một phong cách khác lạ thì cũng có thể thử dòng trang phục Đam Mê Bất Tận nhìn lạ mắt với kiểu dáng nàng hầu, nữ bác sĩ, y tá Với những chiếc áo ngực Corset hay Bustier thì quyến rũ là điểm chủ đạo Bên cạnh đó, dòng trang phục lót thời trang nữ tính như Chemise, Camiset cũng là một trong những lựa chọn được yêu thích tại các cửa hàng của iBasic, ,  Trưng bày tại các cửa hàng của iBasic cũng mang tính thống nhất cao được thiết kế trên kết quả nghiên cứu tâm lý khách hàng, giúp khách hàng dễ dàng tìm kiếm sản phẩm ưng ý hơn Bước chân vào cửa hàng, khách hàng có thể tìm thấy từng khu vực trưng bày riêng áo ngực hằng ngày, áo ngực thời trang, quần lót hằng ngày, quần lót thời trang, đầm ngủ, bộ sưu tập sexy, trang phục mặc nhà, phụ kiện, vớ da, leggings, ,  Đội ngũ nhân viên kinh nghiệm và tâm lý sẽ tư vấn chu đáo, nhiệt tình giúp khách hàng chọn được những món hàng thật ưng ý, hợp phong cách, vừa kích cỡ và chia sẽ cả cách bảo quản, giữ gìn để bộ trang phục luôn bền đẹp Với phương châm hoạt động mang đến nụ cười hài lòng cho mỗi khách hàng khi bước ra từ cửa hàng iBasic sẽ luôn cố gắng hơn nữa để đem đến niềm tin và tình cảm của mọi chị em Phụ Nữ Việt Nam, ,  Sản phẩm của iBasic bao gồm nhiều dòng được THIẾT KẾ VÀ SẢN XUẤT THEO CÔNG NGHỆ MỸ, sử dụng nhiều chất liệu khác nhau phù hợp với từng khí hậu địa phương GIÁ CẢ PHÙ HỢP với đại đa số người tiêu dùng Việt Nam là một trong những mục tiêu iBasic muốn mang đến cho người tiêu dùng",https://www.topcv.vn/cong-ty/cong-ty-co-phan-the-gioi-phu-nu/33146.html,"25 Tôn Đản, Phường 13, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",100-499,098 1107746,gioiphunu@gmail.com
928,Công ty TNHH phát triển thương mại và dịch vụ TTK,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/q0dGqwAAl7tPtOkOeOfBf9hf00elXD4P_1658135851____86514b17f599ce0b18f3213106a002f8.png,"Chúng tôi hoạt động trong lĩnh vực Ecommerce  commerce là thuật ngữ chỉ mô hình kinh doanh thương mại điện tử trong đó cho phép các tổ chức, doanh nghiệp hay các cá nhân có thể thực hiện được công việc kinh doanh của mình trên hệ thống mạng điện tử như là Internet thông qua các website Mô hình thương mại điện tử Ecommerce cho phép con người có thể mua bán đa dạng các loại sản phẩm với quy mô trên toàn cầu bất cứ thời gian và địa điểm nào  Đây là điều mà ở hệ thống các cửa hàng truyền thống thông thường không thể làm được",https://www.topcv.vn/cong-ty/cong-ty-tnhh-phat-trien-thuong-mai-va-dich-vu-ttk/111301.html,"26, Đường số 51-BTT, Phường Bình Trưng Tây, Quận 2, TP Thủ Đức, TP HCM.",25-99,098 8526439,dichvuttk@gmail.com
929,CÔNG TY CỔ PHẦN CHỨNG KHOÁN VNDIRECT,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/5eed275469722df925b57afcd47c187c-62afe71b25d65.jpg,"Tầm nhìn  Sứ mệnh  Giá trị cốt lõi, TẦM NHÌN VNDIRECT, Hệ sinh thái Dịch vụ đầu tư cực kỳ đơn giản và đủ sự lựa chọn cần thiết cho hành trình kiến tạo Sức khỏe tài chính và Bảo an thịnh vượng của mọi khách hàng, SỨ MỆNH CỦA CHÚNG TÔI, Hiểu  Đồng hành để giúp khách hàng xây dựng văn hóa đầu tư trọn đời và phù hợp, GIÁ TRỊ CỐT LÕI, Đạo đức chính trực Conduct of Integrity, Đó là là giá trị cốt lõi đầu tiên của mỗi VNDIRECTOR, chúng tôi hiểu rằng, chỉ có sự chính trực và cam kết tôn trọng sự thật khách quan mới giúp chúng tôi có thể tự tin xây dựng uy tín dịch vụ và các giá trị bền vững cho một tập thể của những con người yêu nghề và trân quý tất cả cơ hội khách hàng đã trao tặng chúng tôi, Trí tuệ tập thể Collective Wisdom, Mỗi cá nhân chủ động tìm kiếm sự giúp đỡ từ những người có kiến thức, kinh nghiệm với thái độ cầu thị đồng thời tìm hiểu nền tảng trí tuệ tập thể đã được tích lũy qua thời gian, áp dụng hiệu quả trong công việc và hoàn thiện năng lực của tổ chức, Hợp tác phụng sự Collaboration of Services, Mọi trải nghiệm của chúng tôi với mỗi khách hàng là một tài sản quý báu, giúp chúng tôi luôn được học hỏi và hoàn thiện mình Chúng tôi tôn trọng mọi nhu cầu khác biệt của mỗi khách hàng và luôn lắng nghe để thấu hiểu từng nhu cầu và cung cấp được giải pháp tối ưu cho khách hàng với mọi điều kiện chúng tôi có thể, Kết nối giá trị Connection of Values, Chúng tôi cùng nhau chia sẻ và đóng góp kinh nghiệm và kiến thức nghề nghiệp để tạo được một dòng sông trí tuệ tập thể, giúp cho mỗi chúng tôi có được nền tảng tri thức nghề nghiệp và sự sáng tạo không ngừng của một tập thể lớn mạnh, đáp ứng được mọi mong đợi của khách hàng, , , , , , , , , , , , , , ",https://www.topcv.vn/cong-ty/cong-ty-co-phan-chung-khoan-vndirect/107192.html,Số 1 Nguyễn Thượng Hiền - Phường Nguyễn Du - Quận Hai Bà Trưng - Hà Nội,1000+,098 6695445,chungkhoanvndirect@gmail.com
930,CÔNG TY CỔ PHẦN TẦM NHÌN CN VIỆT NAM,https://www.topcv.vn/v4/image/topcv-logo-company-default.png,"Ra đời từ năm 2018, được sáng lập bởi CNers  những cựu học sinh K25 THPT Chuyên Ngoại Ngữ Hà Nội Chúng tôi khao khát về một môi trường giáo dục với những sản phẩm tối ưu dành cho học sinh Việt Nam và ở đó tiếng Anh là một công cụ để giúp các em hoàn thiện nhân cách, phát triển tư duy, tăng cường kỹ năng mềm và tăng cường trải nghiệm , CN Vision có cố vấn học thuật là Thạc sỹ Nguyễn Thị Chi  Nguyên hiệu trưởng trường THPT Chuyên Ngoại Ngữ Hà Nội HĐQT và Ban điều hành cùng đội ngũ giáo viên nước ngoài, trợ giảng, nhân viên nhiệt huyết và tận tụy tốt nghiệp nhiều trường đại học danh tiếng trong và ngoài nước Chúng tôi tin tưởng rằng với tình YÊU THƯƠNG và KỶ LUẬT TÍCH CỰC, với sự thấu hiểu và tôn trọng các tài năng và bằng phương pháp ưu việt CN Vision sẽ là nơi chắp cánh cho những ước mơ trở thành hiện thực, những tài năng được tỏa sáng",https://www.topcv.vn/cong-ty/cong-ty-co-phan-tam-nhin-cn-viet-nam/144971.html,"Villa 5, N04A, đường Thọ Tháp, Dịch Vọng, Cầu Giấy, Hà Nội",100-499,098 6546603,cnvietnam@gmail.com
931,CHI NHÁNH CÔNG TY CỔ PHẦN PHÁT TRIỂN PHƯƠNG NAM GROUP,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/chi-nhanh-cong-ty-co-phan-phat-trien-phuong-nam-group-63f738a09b290.jpg,CHI NHÁNH CÔNG TY CỔ PHẦN PHÁT TRIỂN PHƯƠNG NAM GROUP,https://www.topcv.vn/cong-ty/chi-nhanh-cong-ty-co-phan-phat-trien-phuong-nam-group/134817.html,"145 Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",25-99,098 6758822,phuongnamgroup@gmail.com
932,CÔNG TY TNHH WOW EDU,https://www.topcv.vn/v4/image/topcv-logo-company-default.png,Công ty chưa thêm phần này,https://www.topcv.vn/cong-ty/cong-ty-tnhh-wow-edu/139404.html,"Số 133 Ngõ 1194 Đường Láng, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội",25-99,098 3927458,tnhhwowedu@gmail.com
933,CÔNG TY TNHH MTV INAZUMA,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/v1VWM3HLAFusLwHvRqi4FsfR0i6NmPqp_1666769499____875c2a8a7f26e236aea700fe5ab959dc.png,Công ty chưa thêm phần này,https://www.topcv.vn/cong-ty/cong-ty-tnhh-mtv-inazuma/124218.html,"Số 31, ngõ 18 Nguyễn Cơ Thạch, phường Cầu Diễn, Nam Từ Liêm, Hà Nội",25-99,098 4916470,tnhhmtvinazuma@gmail.com
934,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN QUÂN ĐỘI - CHI NHÁNH PHÚ NHUẬN,https://www.topcv.vn/v4/image/topcv-logo-company-default.png,Công ty chưa thêm phần này,https://www.topcv.vn/cong-ty/ngan-hang-thuong-mai-co-phan-quan-doi-chi-nhanh-phu-nhuan/143779.html,"Một phần tầng trệt tòa nhà Prince Residence, Số 19-21 đường Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",25-99,098 7579357,nhanhphunhuan@gmail.com
935,CÔNG TY TNHH MỘT THÀNH VIÊN TÔI TỰ,https://www.topcv.vn/v4/image/topcv-logo-company-default.png,"Công ty chuyên bồi dưỡng các môn TOÁN, LÝ, HÓA, ANH,VẼ,VĂN cho học sinh cấp 2,3",https://www.topcv.vn/cong-ty/cong-ty-tnhh-mot-thanh-vien-toi-tu/108101.html,"54 ĐƯỜNG A1, VĨNH ĐIỀM TRUNG, XÃ VĨNH HIỆP, THÀNH PHỐ NHA TRANG, KHÁNH HÒA",10-24,098 8521159,vientoitu@gmail.com
936,Công ty TNHH DNXH Thế hệ số,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/Q0GkWu3TRmN0BpxIFaolN9SszRdvmjJ3_1665116189____395aaef888ebd282d09e1df9d8e46e01.png,"Công ty TNHH DNXH Thế Hệ Số là doanh nghiệp xã hội tại Việt Nam hoạt động trong lĩnh vực giáo dục Chú trọng đào tạo về tư duy công nghệ, số hóa cho thế hệ trẻ Với đội ngũ nhân sự có kinh nghiệm trên cả hai lĩnh vực giáo dục và công nghệ, được đào tạo chuyên môn kỹ lưỡng Thế Hệ Số đã và đang phát triển mạnh mẽ và mở rộng thêm nhiều hướng kinh doanh mới mẻ và hiện đại",https://www.topcv.vn/cong-ty/cong-ty-tnhh-dnxh-the-he-so/122083.html,"Tầng 10, Tòa nhà VNPT, số 50 Lê Thánh Tôn, Lộc Thọ, Nha Trang, Khánh Hòa",25-99,098 2705312,theheso@gmail.com
937,CÔNG TY TNHH TIẾP VẬN QUỐC TẾ TRUSTTRANS,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/dKzRRGUaRrZpeh63MsE3V8zRq7WQ2Zck_1680058409____0c17c7f00dd8b702761c1963ba4bdf3a.PNG,Công ty chưa thêm phần này,https://www.topcv.vn/cong-ty/cong-ty-tnhh-tiep-van-quoc-te-trusttrans/136050.html,"2nd Floor, Hado Airport Building, 2 Hong Ha Street, Ward 2, Tan Binh District, HCM City",100-499,098 4202869,quoctetrusttrans@gmail.com
938,Bất động sản Hoàng Gia,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/nPPTFxtf0tP4W5xVKaJhw8NkscoemjuU_1661402647____ac536f92515cee40fcc15938795c60b7.jpeg,"Công ty Cổ phần tập đoàn Hoàng Gia  Bất động sản Hoàng Gia chuyên mua bán, đầu tư và môi giới Bất động sản Thổ cư, phân khúc từ vài tỉ đến vài trăm tỉ, có quy mô trên 3000 nhân sự, đội ngũ đào tạo gia chuyên nghiệp, bài bản, hiện nằm trong top đầu các Công ty BĐS tại Hà Nội",https://www.topcv.vn/cong-ty/bat-dong-san-hoang-gia/116650.html,"133 Thái Hà, Đống Đa, Hà Nội",1000+,098 6055418,sanhoanggia@gmail.com
939,Công ty TNHH TM XD DV NHÀ ĐẤT MINH ĐỨC,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-tnhh-tm-xd-dv-nha-dat-minh-duc-5e7c16824ca44.jpg,"Chuyên, tGiới thiệu, Ký gửi, Mua bán, Cho Thuê Nhà đất, tHợp thức hóa Nhà đất, Xây dựng, Sửa chữa,, Thiết kế nhà, tThẩm định giá Bất động sản, có chứng chỉ thư, tLập Hồ sơ thành lập Doanh nghiệp  Công ty, tLập bản vẽ, Đo đạt Nhà đất, tHỗ trợ vay vốn Ngân hàng  Chuyển đổi Hộ khẩu  KT3, tDịch vụ Cầm đồ Ô tô, Xe máy, ĐTDĐ, Vàng, Laptop, Giấy tờ Nhà đất",https://www.topcv.vn/cong-ty/cong-ty-tnhh-tm-xd-dv-nha-dat-minh-duc/35153.html,281D Lãnh Binh Thăng Phường 8 Quận 11 TPHCM,10-24,098 2925851,datminhduc@gmail.com
940,Công ty TNHH Savor Việt Nam,https://cdn-new.topcv.vn/unsafe/80x/filters:format(webp)/https://static.topcv.vn/company_logos/cong-ty-tnhh-savor-viet-nam-60dab98cbd26a.jpg,"Chào mừng bạn đến với 2 chuỗi cửa hàng, Abby  Đồ làm bánh, nấu ăn và pha chế Savor  Bánh mì và trà sữa, Abby là chuỗi cửa hàng cung cấp đồ làm bánh, nấu ăn và pha chế, tập trung phân phối dụng cụ bếp, dụng cụ làm bánh và các nguyên liệu, thực phẩm ngành bánh với gần 50 cửa hàng tại Hà Nội, Hồ Chí Minh và Đà Nẵng, Savor là chuỗi cửa hàng bán đồ ăn nhanh tiện lợi được thành lập từ năm 2018, bán chủ yếu là bánh mì, xôi và trà sữa với gần 20 cửa hàng trong nội thành Hà Nội, Abby và Savor đều là nhãn hiệu thuộc sở hữu của Công Ty TNHH Savor Việt Nam, Bạn muốn làm việc cùng chúng mình Hãy tham khảo vị trí dưới đây nhé, , , , , ",https://www.topcv.vn/cong-ty/cong-ty-tnhh-savor-viet-nam/66889.html,"Số nhà 108, Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",500-1000,098 8151690,savorvietnam@gmail.com
